code,label,parent
ems_training,Ems Training,medical_service
esthetician,Esthetician,skin_care_and_makeup
exhaust_and_muffler_repair,Exhaust And Muffler Repair,automotive_repair
frozen_foods_store,Frozen Foods Store,specialty_foods_store
haitian_restaurant,Haitian Restaurant,caribbean_restaurant
hockey_field,Hockey Field,sport_field
homeowner_association,Homeowner Association,real_estate_service
hot_air_balloons_tour,Hot Air Balloons Tour,tour_operator
indoor_playcenter,Indoor Playcenter,sport_or_fitness_facility
lottery_vendor,Lottery Vendor,gaming_venue
massage_school,Massage School,specialty_school
media_restoration_service,Media Restoration Service,media_service
medical_transportation,Medical Transportation,medical_service
montessori_school,Montessori School,school
motorsport_vehicle_dealer,Motorsport Vehicle Dealer,vehicle_dealer
pediatric_oncology,Pediatric Oncology,pediatric_clinic
piano_store,Piano Store,musical_instrument_store
rubber_and_plastics_manufacturer,Rubber And Plastics Manufacturer,manufacturer
rv_storage_facility,Rv Storage Facility,storage_facility
shared_office_space,Shared Office Space,real_estate_service
skating_rink,Skating Rink,sport_or_fitness_facility
social_media_company,Social Media Company,media_news_company
spiritual_advising,Spiritual Advising,arts_and_entertainment
tobacco_company,Tobacco Company,corporate_or_business_office
truck_parts_and_accessories,Truck Parts And Accessories,truck_and_industrial_vehicle_services
used_bookstore,Used Bookstore,bookstore
wheel_and_rim_repair,Wheel And Rim Repair,automotive_repair
apparel_manufacturer,Apparel Manufacturer,manufacturer
atv_recreation_park,Atv Recreation Park,sport_or_fitness_facility
bags_luggage_company,Bags Luggage Company,corporate_or_business_office
bedding_and_bath_store,Bedding And Bath Store,hardware_home_and_garden_store
book_magazine_distribution,Book Magazine Distribution,media_news_company
brewing_supply_store,Brewing Supply Store,food_and_beverage_store
british_restaurant,British Restaurant,western_european_restaurant
car_sharing,Car Sharing,taxi_or_ride_share_service
cardio_class,Cardio Class,sport_or_fitness_facility
cheerleading,Cheerleading,specialty_school
child_protection_service,Child Protection Service,social_or_community_service
cleaning_products_supplier,Cleaning Products Supplier,supplier_or_distributor
cooking_classes,Cooking Classes,arts_crafts_and_hobby_store
desert,Desert,land_feature
donation_center,Donation Center,home_service
electronic_parts_supplier,Electronic Parts Supplier,supplier_or_distributor
food_and_beverage_exporter,Food And Beverage Exporter,exporter
freight_forwarding_agency,Freight Forwarding Agency,freight_and_cargo_service
furniture_rental_service,Furniture Rental Service,home_service
german_restaurant,German Restaurant,central_european_restaurant
grout_service,Grout Service,home_service
hockey_equipment_store,Hockey Equipment Store,sporting_goods_store
holiday_decor_store,Holiday Decor Store,hardware_home_and_garden_store
home_window_tinting,Home Window Tinting,home_service
indoor_golf_center,Indoor Golf Center,golf_club
ip_and_internet_law,Ip And Internet Law,attorney_or_law_firm
livestock_feed_and_supply_store,Livestock Feed And Supply Store,animal_and_pet_store
malaysian_restaurant,Malaysian Restaurant,southeast_asian_restaurant
mobile_clinic,Mobile Clinic,primary_care_or_general_clinic
motorcycle_manufacturer,Motorcycle Manufacturer,vehicle_manufacturer
paddleboarding_center,Paddleboarding Center,sport_or_fitness_facility
paint_your_own_pottery_venue,Paint Your Own Pottery Venue,arts_and_crafts_space
paternity_testing,Paternity Testing,laboratory_testing
personal_shopper,Personal Shopper,shopping_service
private_jet_charter,Private Jet Charter,air_transport_facility_or_service
pumpkin_patch,Pumpkin Patch,rural_attraction
registry_office,Registry Office,government_office
stone_and_masonry,Stone And Masonry,building_or_construction_service
street_vendor,Street Vendor,market
taekwondo_club,Taekwondo Club,martial_arts_club
vascular_medicine,Vascular Medicine,cardiovascular_and_vascular_medicine
water_softening_equipment_supplier,Water Softening Equipment Supplier,supplier_or_distributor
wildlife_control,Wildlife Control,environmental_or_ecological_service
artificial_turf,Artificial Turf,home_service
automotive_consultant,Automotive Consultant,automotive_service
b2b_dental_lab,B2b Dental Lab,b2b_medical_support_service
b2b_industrial_and_machine_service,B2b Industrial And Machine Service,b2b_service
barre_class,Barre Class,fitness_studio
basque_restaurant,Basque Restaurant,spanish_restaurant
digitizing_service,Digitizing Service,media_service
drama_school,Drama School,specialty_school
emergency_pet_hospital,Emergency Pet Hospital,veterinary_care
engineering_school,Engineering School,college_university
engraving,Engraving,media_service
environmental_abatement_service,Environmental Abatement Service,environmental_or_ecological_service
exporter,Exporter,import_export_service
fondue_restaurant,Fondue Restaurant,casual_eatery
food_tour,Food Tour,tour_operator
foundation_repair,Foundation Repair,home_service
glass_manufacturer,Glass Manufacturer,manufacturer
hockey_arena,Hockey Arena,stadium
hostel,Hostel,lodging
island,Island,land_feature
lighting_fixtures_and_equipment,Lighting Fixtures And Equipment,home_service
marble_and_granite_professional,Marble And Granite Professional,building_or_construction_service
orthopedic_shoe_store,Orthopedic Shoe Store,shoe_store
pediatric_gastroenterology,Pediatric Gastroenterology,pediatric_clinic
pediatric_orthopedic_surgery,Pediatric Orthopedic Surgery,orthopedic_surgery
personal_assistant,Personal Assistant,home_service
rafting_kayaking_area,Rafting Kayaking Area,water_sport
surfing,Surfing,water_sport
agricultural_seed_store,Agricultural Seed Store,farming_equipment_and_supply_store
b2b_oil_and_gas_extraction,B2b Oil And Gas Extraction,b2b_oil_and_gas
board_of_education_office,Board Of Education Office,education_office
brazilian_jiu_jitsu_club,Brazilian Jiu Jitsu Club,martial_arts_club
childbirth_education,Childbirth Education,specialty_school
copywriting_service,Copywriting Service,professional_service
custom_clothing_store,Custom Clothing Store,clothing_store
doula_service,Doula Service,reproductive_perinatal_and_womens_care
drone_store,Drone Store,electronics_store
eating_disorder_treatment_center,Eating Disorder Treatment Center,specialized_medical_facility
fastener_supplier,Fastener Supplier,supplier_or_distributor
fertilizer_store,Fertilizer Store,farm_equipment_and_supply
furniture_accessory_store,Furniture Accessory Store,hardware_home_and_garden_store
go_kart_track,Go Kart Track,race_track
grilling_equipment_store,Grilling Equipment Store,hardware_home_and_garden_store
historic_mission,Historic Mission,historic_site
honduran_restaurant,Honduran Restaurant,central_american_restaurant
house_sitting,House Sitting,home_service
image_consultant,Image Consultant,personal_or_beauty_service
knife_sharpening,Knife Sharpening,home_service
mechanical_engineer,Mechanical Engineer,building_or_construction_service
mobile_dent_repair,Mobile Dent Repair,roadside_assistance
officiating_service,Officiating Service,event_or_party_service
pediatric_surgery,Pediatric Surgery,surgery
pipe_supplier,Pipe Supplier,supplier_or_distributor
preventive_medicine,Preventive Medicine,specialized_health_care
safe_store,Safe Store,specialty_store
sauna,Sauna,wellness_service
social_security_law,Social Security Law,attorney_or_law_firm
sports_museum,Sports Museum,museum
steel_fabricator,Steel Fabricator,metal_fabricator
team_building_activity,Team Building Activity,event_or_party_service
traffic_school,Traffic School,specialty_school
translation_service,Translation Service,professional_service
tv_mounting,Tv Mounting,home_service
whiskey_bar,Whiskey Bar,bar
3d_printing_service,3d Printing Service,printing_service
afghani_restaurant,Afghani Restaurant,central_asian_restaurant
b2b_secretarial_service,B2b Secretarial Service,b2b_business_management_service
bike_tour,Bike Tour,tour_operator
business_banking_service,Business Banking Service,financial_service
business_office_supplies_and_stationery,Business Office Supplies And Stationery,supplier_or_distributor
chinese_martial_arts_club,Chinese Martial Arts Club,martial_arts_club
concierge_medicine,Concierge Medicine,primary_care_or_general_clinic
eastern_european_restaurant,Eastern European Restaurant,european_restaurant
editorial_service,Editorial Service,professional_service
estate_liquidation,Estate Liquidation,real_estate_service
falafel_restaurant,Falafel Restaurant,middle_eastern_restaurant
fitness_equipment_wholesaler,Fitness Equipment Wholesaler,wholesaler
football_club,Football Club,sport_or_recreation_club
fort,Fort,historic_site
fur_clothing,Fur Clothing,clothing_store
furniture_manufacturer,Furniture Manufacturer,manufacturer
genealogist,Genealogist,family_service
geological_service,Geological Service,b2b_environmental_service
guest_house,Guest House,private_lodging
hotel_supply_service,Hotel Supply Service,supplier_or_distributor
import_export_service,Import Export Service,supplier_or_distributor
indonesian_restaurant,Indonesian Restaurant,southeast_asian_restaurant
israeli_restaurant,Israeli Restaurant,middle_eastern_restaurant
lactation_service,Lactation Service,reproductive_perinatal_and_womens_care
light_rail_and_subway_station,Light Rail And Subway Station,public_transit_facility_or_service
matchmaker,Matchmaker,personal_or_beauty_service
memorial_park,Memorial Park,memorial_site
mexican_grocery_store,Mexican Grocery Store,grocery_store
moroccan_restaurant,Moroccan Restaurant,north_african_restaurant
music_production_service,Music Production Service,media_service
otology,Otology,otolaryngology
parenting_class,Parenting Class,specialty_school
pediatric_neurology,Pediatric Neurology,pediatric_clinic
piano_bar,Piano Bar,bar
retina_services,Retina Services,ophthalmology
scooter_dealer,Scooter Dealer,vehicle_dealer
scuba_diving_instruction,Scuba Diving Instruction,diving_instruction
sex_therapy,Sex Therapy,counseling
social_welfare_center,Social Welfare Center,social_or_community_service
speech_training,Speech Training,specialty_school
spine_surgery,Spine Surgery,orthopedic_surgery
stock_and_bond_broker,Stock And Bond Broker,broker
stone_supplier,Stone Supplier,supplier_or_distributor
traditional_chinese_medicine,Traditional Chinese Medicine,complementary_and_alternative_medicine
truck_stop,Truck Stop,road_structures_and_service
virtual_reality_center,Virtual Reality Center,science_attraction
acoustical_consultant,Acoustical Consultant,technical_service
aluminum_supplier,Aluminum Supplier,supplier_or_distributor
archaeological_service,Archaeological Service,educational_service
axe_throwing,Axe Throwing,adventure_sport
bank_equipment_service,Bank Equipment Service,professional_service
ceiling_service,Ceiling Service,ceiling_and_roofing_repair_and_service
challenge_courses_center,Challenge Courses Center,adventure_sport
civic_center,Civic Center,civic_organization
club_crawl,Club Crawl,nightlife_venue
coffee_and_tea_supplies,Coffee And Tea Supplies,food_and_beverage_store
commissioned_artist,Commissioned Artist,media_service
cricket_ground,Cricket Ground,stadium
dinner_theater,Dinner Theater,theatre_venue
dumpling_restaurant,Dumpling Restaurant,restaurant
face_painting,Face Painting,event_or_party_service
farm_equipment_repair_service,Farm Equipment Repair Service,agricultural_service
food_consultant,Food Consultant,food_service
furniture_reupholstery,Furniture Reupholstery,home_service
hybrid_car_repair,Hybrid Car Repair,automotive_repair
indian_grocery_store,Indian Grocery Store,grocery_store
inventory_control_service,Inventory Control Service,b2b_industrial_and_machine_service
laboratory_equipment_supplier,Laboratory Equipment Supplier,supplier_or_distributor
military_surplus_store,Military Surplus Store,tactical_supply_store
mongolian_restaurant,Mongolian Restaurant,east_asian_restaurant
park_and_ride,Park And Ride,parking
patisserie_cake_shop,Patisserie Cake Shop,food_and_beverage_store
pediatric_nephrology,Pediatric Nephrology,pediatric_clinic
printing_equipment_supplier,Printing Equipment Supplier,supplier_or_distributor
private_equity_firm,Private Equity Firm,financial_service
public_adjuster,Public Adjuster,financial_service
public_market,Public Market,market
real_estate_photography,Real Estate Photography,real_estate_service
restaurant_wholesale,Restaurant Wholesale,wholesaler
ride_share_service,Ride Share Service,taxi_or_ride_share_service
russian_restaurant,Russian Restaurant,eastern_european_restaurant
rv_parts_store,Rv Parts Store,vehicle_parts_store
snow_removal_service,Snow Removal Service,home_service
sport_equipment_rental,Sport Equipment Rental,recreational_equipment_rental
tai_chi_studio,Tai Chi Studio,fitness_studio
tractor_dealer,Tractor Dealer,truck_and_industrial_vehicle_services
walking_tour,Walking Tour,tour_operator
wallpaper_store,Wallpaper Store,hardware_home_and_garden_store
wildlife_hunting_range,Wildlife Hunting Range,sport_or_fitness_facility
abortion_clinic,Abortion Clinic,specialized_medical_facility
aerial_fitness_center,Aerial Fitness Center,fitness_studio
ayurveda,Ayurveda,complementary_and_alternative_medicine
b2b_direct_mail_advertising,B2b Direct Mail Advertising,b2b_advertising_and_marketing_service
balloon_port,Balloon Port,airport
basketball_stadium,Basketball Stadium,stadium
bathtub_and_sink_repair,Bathtub And Sink Repair,home_service
bike_sharing_location,Bike Sharing Location,bikes_and_bike_service
bird_store,Bird Store,pet_store
boat_and_ship_manufacturer,Boat And Ship Manufacturer,vehicle_manufacturer
boat_storage_facility,Boat Storage Facility,storage_facility
boudoir_photography_service,Boudoir Photography Service,photography_service
bounce_house_rental,Bounce House Rental,event_or_party_service
bus_ticket_agency,Bus Ticket Agency,public_transit_facility_or_service
cabaret,Cabaret,performing_arts_venue
certification_agency,Certification Agency,professional_service
coin_dealer,Coin Dealer,financial_service
contemporary_art_museum,Contemporary Art Museum,art_museum
dental_hygiene,Dental Hygiene,dental_clinic
diamond_dealer,Diamond Dealer,jewelry_store
diving_center,Diving Center,sport_or_fitness_facility
duplication_service,Duplication Service,printing_service
energy_management_service,Energy Management Service,b2b_energy_and_utility_service
esports_league,Esports League,sport_league
ferry_service,Ferry Service,water_transport_facility_or_service
float_spa,Float Spa,spa
floral_designer,Floral Designer,event_or_party_service
food_and_beverage_consultant,Food And Beverage Consultant,professional_service
gay_and_lesbian_services_organization,Gay And Lesbian Services Organization,social_or_community_service
generator_installation_repair,Generator Installation Repair,technical_service
gerontology,Gerontology,genetics
gymnastics_club,Gymnastics Club,sport_or_recreation_club
hazardous_waste_disposal,Hazardous Waste Disposal,industrial_facility_or_service
home_network_installation,Home Network Installation,home_service
homeopathy,Homeopathy,complementary_and_alternative_medicine
lawn_mower_repair_service,Lawn Mower Repair Service,home_service
logging_contractor,Logging Contractor,b2b_environmental_service
medical_sciences_school,Medical Sciences School,college_university
modern_art_museum,Modern Art Museum,art_museum
nigerian_restaurant,Nigerian Restaurant,west_african_restaurant
oxygen_bar,Oxygen Bar,wellness_service
party_bus_rental,Party Bus Rental,event_or_party_service
pediatric_endocrinology,Pediatric Endocrinology,pediatric_clinic
pet_waste_removal,Pet Waste Removal,pet_care_service
plastic_injection_molding_service,Plastic Injection Molding Service,b2b_industrial_and_machine_service
pop_up_restaurant,Pop Up Restaurant,restaurant
psychoanalysis,Psychoanalysis,psychiatry_or_psychology_service
rest_stop,Rest Stop,road_structures_and_service
rock_climbing_gym,Rock Climbing Gym,sport_or_fitness_facility
sand_and_gravel_supplier,Sand And Gravel Supplier,supplier_or_distributor
seaplane_base,Seaplane Base,airport
shipping_collection_service,Shipping Collection Service,shipping_or_delivery_service
shoe_shining_service,Shoe Shining Service,personal_or_beauty_service
ski_and_snowboard_school,Ski And Snowboard School,sport_or_fitness_facility
skylight_installation,Skylight Installation,windows_installation
spring_supplier,Spring Supplier,supplier_or_distributor
tabletop_games_store,Tabletop Games Store,toys_and_games_store
town_car_service,Town Car Service,taxi_or_ride_share_service
train,Train,rail_facility_or_service
volleyball_court,Volleyball Court,sport_court
water_heater_installation_repair,Water Heater Installation Repair,home_service
weather_forecast_service,Weather Forecast Service,media_news_company
aerial_tour,Aerial Tour,tour_operator
aggregate_supplier,Aggregate Supplier,supplier_or_distributor
airline_ticket_agency,Airline Ticket Agency,air_transport_facility_or_service
aquarium_service,Aquarium Service,pet_care_service
armenian_restaurant,Armenian Restaurant,middle_eastern_restaurant
attraction_farm,Attraction Farm,rural_attraction
australian_restaurant,Australian Restaurant,pacific_rim_restaurant
automotive_wheel_polishing_service,Automotive Wheel Polishing Service,automotive_service
b2b_international_trade_service,B2b International Trade Service,b2b_office_and_professional_service
b2b_newspaper_advertising,B2b Newspaper Advertising,b2b_advertising_and_marketing_service
b2b_power_plants_and_power_plant_service,B2b Power Plants And Power Plant Service,b2b_energy_and_utility_service
b2b_scientific_equipment,B2b Scientific Equipment,b2b_science_and_technology_service
b2b_scientific_lab,B2b Scientific Lab,b2b_science_and_technology_service
badminton_court,Badminton Court,sport_court
bathroom_fixture_store,Bathroom Fixture Store,kitchen_and_bath_store
blueprinter,Blueprinter,building_or_construction_service
ceiling_and_roofing_repair_and_service,Ceiling And Roofing Repair And Service,home_service
cidery,Cidery,alcoholic_beverage_venue
coach_bus,Coach Bus,public_transit_facility_or_service
corporate_entertainment_service,Corporate Entertainment Service,media_service
crops_production,Crops Production,b2b_agriculture_service
cryotherapy,Cryotherapy,wellness_service
customs_broker,Customs Broker,financial_service
drinking_fountain,Drinking Fountain,public_fountain
duty_free_store,Duty Free Store,specialty_store
empanada_restaurant,Empanada Restaurant,latin_american_restaurant
furniture_wholesaler,Furniture Wholesaler,wholesaler
golf_cart_rental,Golf Cart Rental,event_or_party_service
greenhouse,Greenhouse,farm_equipment_and_supply
holding_company,Holding Company,financial_service
horse_racing_track,Horse Racing Track,race_track
hyperbaric_medicine,Hyperbaric Medicine,preventive_medicine
ice_supplier,Ice Supplier,supplier_or_distributor
importer,Importer,import_export_service
industrial_cleaning_service,Industrial Cleaning Service,cleaning_service
lighting_fixture_manufacturer,Lighting Fixture Manufacturer,manufacturer
makerspace,Makerspace,science_attraction
manufacturing_and_industrial_consultant,Manufacturing And Industrial Consultant,b2b_industrial_and_machine_service
medical_cannabis_referral,Medical Cannabis Referral,medical_cannabis
metro_station,Metro Station,public_transit_facility_or_service
muay_thai_club,Muay Thai Club,martial_arts_club
musical_instrument_service,Musical Instrument Service,media_service
nicaraguan_restaurant,Nicaraguan Restaurant,central_american_restaurant
night_market,Night Market,market
olive_oil_store,Olive Oil Store,food_and_beverage_store
pen_store,Pen Store,office_supply_store
pension_office,Pension Office,government_office
pet_transportation,Pet Transportation,pet_care_service
phlebology,Phlebology,cardiovascular_and_vascular_medicine
plus_size_clothing_store,Plus Size Clothing Store,clothing_store
polynesian_restaurant,Polynesian Restaurant,pacific_rim_restaurant
pool_and_billiards_store,Pool And Billiards Store,sporting_goods_store
ranch,Ranch,farm
road_contractor,Road Contractor,building_or_construction_service
romanian_restaurant,Romanian Restaurant,eastern_european_restaurant
rugby_pitch,Rugby Pitch,sport_field
sake_bar,Sake Bar,bar
salsa_club,Salsa Club,dance_club
self_catering_accommodation,Self Catering Accommodation,lodging
soccer_stadium,Soccer Stadium,stadium
sports_psychology,Sports Psychology,psychology
stucco_service,Stucco Service,home_service
tenant_and_eviction_law,Tenant And Eviction Law,legal_service
traditional_clothing,Traditional Clothing,clothing_store
traffic_ticketing_law,Traffic Ticketing Law,attorney_or_law_firm
trampoline_park,Trampoline Park,sport_or_fitness_facility
tui_na,Tui Na,traditional_chinese_medicine
ultrasound_imaging,Ultrasound Imaging,diagnostic_imaging
unemployment_office,Unemployment Office,government_office
watch_repair_service,Watch Repair Service,technical_service
weather_station,Weather Station,media_service
wholesale_florist,Wholesale Florist,wholesaler
wine_tour,Wine Tour,tour_operator
wine_wholesaler,Wine Wholesaler,wholesaler
acne_treatment,Acne Treatment,personal_or_beauty_service
agriculture_association,Agriculture Association,agricultural_service
airsoft_field,Airsoft Field,sport_field
american_football_field,American Football Field,sport_field
animal_assisted_therapy,Animal Assisted Therapy,physical_medicine_and_rehabilitation
antenna_service,Antenna Service,home_service
appellate_practice_lawyer,Appellate Practice Lawyer,attorney_or_law_firm
art_tour,Art Tour,tour_operator
avionics_shop,Avionics Shop,aircraft_parts_and_supplies
b2b_agriculture_service,B2b Agriculture Service,b2b_service
b2b_background_check_service,B2b Background Check Service,b2b_office_and_professional_service
b2b_equipment_maintenance_and_repair,B2b Equipment Maintenance And Repair,b2b_industrial_and_machine_service
b2b_medical_support_service,B2b Medical Support Service,b2b_service
b2b_quarry,B2b Quarry,b2b_mining
bar_crawl,Bar Crawl,nightlife_venue
bearing_supplier,Bearing Supplier,supplier_or_distributor
beer_tour,Beer Tour,tour_operator
bocce_ball_court,Bocce Ball Court,sport_court
bookbinding,Bookbinding,media_service
burmese_restaurant,Burmese Restaurant,southeast_asian_restaurant
canal,Canal,water_feature
cannabis_tour,Cannabis Tour,tour_operator
canyon,Canyon,land_feature
casting_molding_service,Casting Molding Service,b2b_industrial_and_machine_service
cement_supplier,Cement Supplier,supplier_or_distributor
circus_school,Circus School,specialty_school
civil_rights_lawyer,Civil Rights Lawyer,attorney_or_law_firm
civilization_museum,Civilization Museum,history_museum
clock_repair_service,Clock Repair Service,home_service
colonic_hydrotherapy,Colonic Hydrotherapy,wellness_service
community_garden,Community Garden,garden
cosmetic_products_manufacturer,Cosmetic Products Manufacturer,manufacturer
country_dance_hall,Country Dance Hall,rural_attraction
csa_farm,Csa Farm,food_and_beverage_store
diy_auto_shop,Diy Auto Shop,automotive_repair
drive_thru_bar,Drive Thru Bar,bar
egyptian_restaurant,Egyptian Restaurant,north_african_restaurant
electrical_wholesaler,Electrical Wholesaler,wholesaler
esports_team,Esports Team,sport_team
family_service_center,Family Service Center,family_service
feng_shui,Feng Shui,home_service
firewood,Firewood,home_service
flyboarding_center,Flyboarding Center,sport_or_fitness_facility
flyboarding_rental,Flyboarding Rental,sport_or_fitness_facility
foot_care,Foot Care,personal_or_beauty_service
fortune_telling,Fortune Telling,spiritual_advising
goldsmith,Goldsmith,jewelry_store
gunsmith,Gunsmith,gun_and_ammo_store
henna_artist,Henna Artist,event_or_party_service
holiday_decorating_service,Holiday Decorating Service,home_service
honey_farm_shop,Honey Farm Shop,food_and_beverage_store
hong_kong_style_cafe,Hong Kong Style Cafe,cafe
horse_equipment_shop,Horse Equipment Shop,animal_and_pet_store
housing_cooperative,Housing Cooperative,real_estate_service
hydraulic_repair_service,Hydraulic Repair Service,technical_service
hydro_jetting,Hydro Jetting,home_service
hydrotherapy,Hydrotherapy,wellness_service
indo_chinese_restaurant,Indo Chinese Restaurant,chinese_restaurant
indoor_landscaping,Indoor Landscaping,home_service
irish_restaurant,Irish Restaurant,western_european_restaurant
jewelry_manufacturer,Jewelry Manufacturer,manufacturer
jewelry_repair_service,Jewelry Repair Service,technical_service
kiteboarding,Kiteboarding,sport_or_fitness_facility
kombucha_bar,Kombucha Bar,non_alcoholic_beverage_venue
korean_grocery_store,Korean Grocery Store,grocery_store
laser_cutting_service,Laser Cutting Service,b2b_industrial_and_machine_service
law_school,Law School,college_university
lawn_bowling_club,Lawn Bowling Club,sport_or_recreation_club
live_and_raw_food_restaurant,Live And Raw Food Restaurant,special_diet_restaurant
mattress_manufacturing,Mattress Manufacturing,manufacturer
media_critic,Media Critic,media_service
metal_material_expert,Metal Material Expert,building_or_construction_service
mill,Mill,manufacturer
mobile_home_repair,Mobile Home Repair,home_service
motor_freight_trucking,Motor Freight Trucking,b2b_transportation_and_storage_service
music_critic,Music Critic,media_critic
music_festival_venue,Music Festival Venue,festival_venue
optical_wholesaler,Optical Wholesaler,wholesaler
orchard,Orchard,farm
paddleboard_rental,Paddleboard Rental,recreational_equipment_rental
palace,Palace,historic_site
panamanian_restaurant,Panamanian Restaurant,central_american_restaurant
paper_mill,Paper Mill,mill
party_character,Party Character,event_or_party_service
pharmaceutical_products_wholesaler,Pharmaceutical Products Wholesaler,wholesaler
photography_class,Photography Class,specialty_school
produce_wholesaler,Produce Wholesaler,wholesaler
qi_gong_studio,Qi Gong Studio,fitness_studio
racing_experience,Racing Experience,sport_or_fitness_facility
racquetball_court,Racquetball Court,sport_court
retaining_wall_supplier,Retaining Wall Supplier,supplier_or_distributor
rice_store,Rice Store,specialty_foods_store
road_structures_and_service,Road Structures And Service,ground_transport_facility_or_service
rowing_club,Rowing Club,sport_or_recreation_club
rugby_stadium,Rugby Stadium,stadium
sailing_area,Sailing Area,water_sport
scale_supplier,Scale Supplier,supplier_or_distributor
scooter_tour,Scooter Tour,tour_operator
senegalese_restaurant,Senegalese Restaurant,west_african_restaurant
solar_panel_cleaning,Solar Panel Cleaning,home_service
specialty_store,Specialty Store,shopping
sri_lankan_restaurant,Sri Lankan Restaurant,south_asian_restaurant
state_museum,State Museum,museum
surfing_school,Surfing School,sport_or_fitness_facility
syrian_restaurant,Syrian Restaurant,middle_eastern_restaurant
table_tennis_club,Table Tennis Club,sport_or_recreation_club
tableware_supplier,Tableware Supplier,supplier_or_distributor
tanning_bed,Tanning Bed,tanning_salon
tennis_stadium,Tennis Stadium,stadium
textile_museum,Textile Museum,art_museum
thread_supplier,Thread Supplier,supplier_or_distributor
threads_and_yarns_wholesaler,Threads And Yarns Wholesaler,wholesaler
tires_manufacturer,Tires Manufacturer,vehicle_parts_manufacturer
toxicology,Toxicology,preventive_medicine
transcription_service,Transcription Service,b2b_office_and_professional_service
ukrainian_restaurant,Ukrainian Restaurant,eastern_european_restaurant
university_housing,University Housing,housing_or_property_service
valet_service,Valet Service,event_or_party_service
vehicle_manufacturer,Vehicle Manufacturer,manufacturer
wine_tasting_class,Wine Tasting Class,tasting_class
wine_tasting_room,Wine Tasting Room,winery
workers_compensation_law,Workers Compensation Law,attorney_or_law_firm
ziplining_center,Ziplining Center,adventure_sport
adventure_sport,Adventure Sport,sport_or_fitness_facility
air_transport_facility_or_service,Air Transport Facility Or Service,travel_and_transportation
alcoholic_beverage_venue,Alcoholic Beverage Venue,food_and_drink
amusement_attraction,Amusement Attraction,arts_and_entertainment
animal_adoption_or_rescue,Animal Adoption Or Rescue,animal_or_pet_service
animal_and_pet_store,Animal And Pet Store,specialty_store
animal_attraction,Animal Attraction,arts_and_entertainment
arts_and_crafts_space,Arts And Crafts Space,arts_and_entertainment
b2b_farming,B2b Farming,b2b_agriculture_service
b2b_media_service,B2b Media Service,b2b_service
b2b_office_and_professional_service,B2b Office And Professional Service,b2b_service
b2b_storage,B2b Storage,b2b_transportation_and_storage_service
behavioral_or_crisis_service,Behavioral Or Crisis Service,behavioral_or_mental_health_clinic
bikes_and_bike_service,Bikes And Bike Service,ground_transport_facility_or_service
body_modification,Body Modification,personal_or_beauty_service
built_feature,Built Feature,geographic_entities
cardiovascular_and_vascular_medicine,Cardiovascular And Vascular Medicine,specialized_health_care
casual_eatery,Casual Eatery,food_and_drink
central_american_restaurant,Central American Restaurant,latin_american_restaurant
central_asian_restaurant,Central Asian Restaurant,asian_restaurant
central_european_restaurant,Central European Restaurant,european_restaurant
class_venue,Class Venue,place_of_learning
counseling,Counseling,behavioral_or_mental_health_clinic
cultural_and_historic,Cultural And Historic,
design_service,Design Service,services_and_business
diagnostics_imaging_or_lab_service,Diagnostics Imaging Or Lab Service,outpatient_care_facility
diving_instruction,Diving Instruction,sport_or_fitness_facility
east_african_restaurant,East African Restaurant,african_restaurant
east_asian_restaurant,East Asian Restaurant,asian_restaurant
education_office,Education Office,education
educational_facility,Educational Facility,education
equine_service,Equine Service,animal_or_pet_service
event_or_party_service,Event Or Party Service,services_and_business
family_service,Family Service,services_and_business
farming_equipment_and_supply_store,Farming Equipment And Supply Store,specialty_store
fish_farm_hatchery,Fish Farm Hatchery,b2b_agriculture_service
fishing,Fishing,water_sport
fitness_studio,Fitness Studio,sport_or_fitness_facility
food_service,Food Service,lifestyle_services
fueling_station,Fueling Station,travel_and_transportation
gaming_venue,Gaming Venue,arts_and_entertainment
garden,Garden,built_feature
genetics,Genetics,specialized_health_care
government_department,Government Department,government_office
ground_transport_facility_or_service,Ground Transport Facility Or Service,travel_and_transportation
housing_or_property_service,Housing Or Property Service,services_and_business
iberian_restaurant,Iberian Restaurant,european_restaurant
industrial_facility_or_service,Industrial Facility Or Service,services_and_business
international_fusion_restaurant,International Fusion Restaurant,restaurant
land_feature,Land Feature,geographic_entities
lifestyle_services,Lifestyle Services,
market,Market,shopping
meat_restaurant,Meat Restaurant,restaurant
medical_cannabis,Medical Cannabis,medical_service
medical_service,Medical Service,health_care
medical_skin_care,Medical Skin Care,specialized_health_care
memorial_site,Memorial Site,cultural_and_historic
motorcycle_service,Motorcycle Service,vehicle_service
musculoskeletal_medicine,Musculoskeletal Medicine,specialized_health_care
musical_instrument_and_pro_audio_store,Musical Instrument And Pro Audio Store,specialty_store
nightlife_venue,Nightlife Venue,arts_and_entertainment
non_alcoholic_beverage_venue,Non Alcoholic Beverage Venue,food_and_drink
north_african_restaurant,North African Restaurant,african_restaurant
north_american_restaurant,North American Restaurant,restaurant
orthopedic_surgery,Orthopedic Surgery,surgery
otolaryngology,Otolaryngology,ear_nose_and_throat
pacific_rim_restaurant,Pacific Rim Restaurant,restaurant
personal_care_and_beauty_store,Personal Care And Beauty Store,specialty_store
pet_care_service,Pet Care Service,animal_or_pet_service
pharmacy_and_drug_store,Pharmacy And Drug Store,specialty_store
